DE063471W;+49 40 235080;;www.peter-paulsen.de;;;info@peter-paulsen.de;DST;MUELLER -MERTIO-KG (GMBH & CO.)
DE065752W;+49 40 23508 0;;www.peter-paulsen.de;;;info@peter-paulsen.de;DST;PETER PAULSEN IMPORT-EXPORT GMBH & CO. HANDELS KG
DE002658K;49 41884890;;http://www.peterschwabe.de;;;info@peterschwabe.de;PST;Peter Schwabe GmbH
DE065775W;;;www.petida.com;;;info@petida.com;DST;PETIDA GMBH
DE071041W;+49 2157 1265278;;www.pet-shopper.de;;;info@pet-shopper.de;DST;T&K SALES UG (HAFTUNGSBESCHRAENKT)
DE053297W;+49 6533 4306;;www.peugeot-morbach.de;;;info@peugeot-morbach.de;DST;GEBRUEDER STEINMETZ, GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG
DE065798E;+49 2303 98131 89;;;;;info@pewag.de;DST;PEWAG DEUTSCHLAND GMBH
DE065802F;+49 9721 29149 0;;;;;info@pexco-bikes.com;DST;PEXCO GMBH
DE066528F;+49 89 21546092;;;;;info@pf-armaturen.de;DST;PROFACTOR ARMATUREN GMBH
DE066218W;+49 8151 746526;;www.pfefferl.com;;;info@pfefferl.com;DST;PORZELLANHAUS PFEFFERL GMBH
DE065740W;+49 221 256231;;www.pfeife.de;;;info@pfeife.de;DST;PETER HEINRICHS
DE065821W;+49 30 550055 01;;www.pfizer.de;;;info@pfizer.de;DST;PFIZER PHARMA PFE GMBH
DE065823W;+49 9771 6361214;;www.pflanzenspezl.de;;;info@pflanzenspezl.de;DST;PFLANZENSPEZL GMBH
DE065827F;+49 2236 9641 0;;https://www.pfmmedical.com;w23;Done: send eMal 26-03-2020;info@pfmmedical.com;DST;PFM MEDICAL AG
DE065830F;+49 9323 31760;;;;;info@pft-iphofen.de;DST;PFT SYSTEMS VERTRIEBS-GMBH
DE065244W;+49 30 2464797 0;;www.p-g-berlin.de;;;info@p-g-berlin.de;DST;P & G INTERNATIONAL TRADING GMBH
DE065846F;+49 8051 9619714;;;;;info@pharma-bavaria.com;DST;PHARMA BAVARIA INTERNATIONAL GMBH
DE065850F;+49 9073 95893 0;;;;;info@pharma-liebermann.de;DST;PHARMA LIEBERMANN GMBH
DE065867W;+49 9305 987666 4;;www.phb-home.de;;;info@phb-home.de;DST;PHB GMBH
