DE067460F;+49 35934 622 0;;;;;mail@rz-camina.de;CON;RETSCHKE-ZSCHORNAK HEIZUNGSTECHNIK UND GASDRUCKREGLERANLAGEN GMBH
DE068521W;+49 8084 2589743;;www.santek.info;;;mail@santek.info;CON;SANTEK GMBH
DE043445W;;;www.schoenholz-brasserie.de;;;mail@schoenholz-brasserie.de;DST;ARKHAM INTERNATIONAL GMBH
DE069694W;+49 3722 714690;;www.sinorec.de;;;mail@sinorec.de;DST;SINOREC GMBH
DE049605F;+49 9195 808 0;;;;;mail@soldan.com;DST;DR. C. SOLDAN GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG
DE070317W;+49 2921 96580;;www.ssniff.de;;;mail@ssniff.de;DST;SSNIFF-SPEZIALDIAETEN-GMBH
DE070350W;+49 9434 9420 0;;www.stahl-pilze.de;;;mail@stahl-pilze.com;DST;STAHL, WILD, PILZ UND WALDFRUECHTE GMBH
DE070464W;;;www.stefan-steinmetz.de;;;mail@steinmetz.eu;DST;STEFAN STEINMETZ GMBH & CO. KG
DE045122F;+49 5251 1700;;;;;mail@stute-fruits.de;DST;BEATRICE (DEUTSCHLAND) GMBH
DE071217W;+49 4828 9190;;www.tatex.de;;;mail@tatex.de;DST;TATEX TRADING GMBH
DE071238F;+49 30 47907770;;;;;mail@tbfashiongerryweber.de;DST;TB FASHION GERRY WEBER GMBH
DE058112W;+49 89 8099 1519;;www.terranatura.de;;;mail@terranatura.de;DST;JATEX NATUR & TECHNIK HANDELS GMBH
DE071862W;+49 5232 3205;;www.tiplexa.de;;;mail@tiplexa.de;DST;TIPLEXA GMBH
DE072077W;+49 8141 888939 0;;www.topro.de;;;mail@topro.de;DST;TOPRO GMBH
DE073105W;;;www.vegenuss.de;;;mail@vegenuss.de;DST;VEGENUSS GMBH
DE001735K;49 9920;;http://www.wayand.de;;;mail@wayand.de;DST;Wayand GmbH
DE060359W;+49 6152 710999;;www.weinlehmann.com;;;mail@weinlehmenn.com;DST;LEHMANN E.K. - WEINKONTOR IMPORT EXPORT
DE075004F;+49 30 818799010;;;;;mail@younicos.de;PST;YOUNICOS GMBH
DE003481K;49 452690;;http://www.kofax.com;;;mailbox.de@dicomgroup.com;DST;Kofax Deutschland AG
DE004571K;49 91340;;http://www.tilke.com;;;mailbox@tilke.de;PST;Tilke GmbH & Co. KG
DE001274K;49 359080;;http://www.welding.eu;;;mailbox@welding.eu;PST;WELDING GMBH & CO. KG
DE066398F;+49 6131 21800;;;;;mainz@prime-research.com;PST;PRIME RESEARCH INTERNATIONAL GMBH & CO. KG
DE049983W;+49 6048 981810;;;;;mairegmbh@aol.com;DST;E. MAIRE GMBH
DE061470W;+49 69 7500 4444;;www.makansi.de;;;makansi@makansi.de;DST;MAKANSI HANDELS GMBH
DE051362W;+49 461 77497 43;;eurokaribean.com;;;maliesvoss@eurokaribean.com;DST;EUROKARIBEAN IMPORT-EXPORT GMBH
DE061517W;+49 541 44063484;;home.mobile.de/osnabrueckerautomeile#ses;;;malloukautomobile@yahoo.de;DST;MALLOUK AUTOMOBILE GMBH
DE046452W;+49 6258 989845;;;;;manavbhandari@gftonline.de;DST;BUDDHA GOURMET FOODS GMBH
DE063005W;;;;;;mande.peng@gmail.com;DST;MNE INTERNATIONAL GMBH
DE004098K;49 251798000;;https://www.olympus-sis.com/;;;Manfred.Kaessens@olympus-sis.com;ICT;Olympus Soft Imaging Solutions GmbH
DE059323W;+49 2336 93594 23;;;;;manfred.kita@m-kita-gmbh.de;DST;KITA GMBH
DE002343K;49 395370;;http://www.bureauveritas.de;;;manfred.mayer@de.bureauveritas.com;PST;Bureau Veritas Consumer Product Services Germany GmbH
DE043230F;+49 621 3239181;;;;;mannheim.rumausbau@bilfinger.com;CON;APLEONA R&M AUSBAU MANNHEIM GMBH
DE002893K;49 178930;;https://www.effective-world.com/de/;;;mannheim@effective-world.com;ICT;effective GmbH
DE046213W;+49 2309 91188 0;;brands-home.eu;;;manuela.heiss@brandsathome.de;PST;BRANDS@HOME MARKETING GMBH
DE061600W;+49 6126 4001;;www.maprotec.de;;;maprotec-idstein@t-online.de;DST;MAPROTEC MASCHINEN- UND PROZESSTECHNIK GMBH
DE072869W;+49 6192 958 410;;;;;marc@urban.eu;DST;URBAN GMBH
DE061675W;+49 40 73674640;;www.marcbric.com;;;marcbric@t-online.de;DST;MARK BRIC GMBH
DE061277W;+49 9192 7205;;www.mv-maschinen.de;;;marcogast@mv-maschinen.de;DST;M.V. MASCHINENVERTRIEBS GMBH
DE045783W;+49 176 62856293;;;;;marcus.henrion@berliner-kaffeegesellschaft.d;DST;BKG BERLINER KAFFEEGESELLSCHAFT MBH
DE059938F;+49 89 12593080;;;;;margret.wetscher@kurzeja.eu;PST;KURZEJA & CIE. PERSONALBERATER GMBH
DE041054W;+49 36450 43716;;;;;marian-reuthe@t-online.de;DST;EUROWESTLEIN MARIAN REUTHE E.KFM
DE069677W;+49 4193 899618;;www.sino-ge.de;;;marine-services@sino-ge.de;DST;SINO-EUROPEAN MARINE SERVICES GMBH
DE060870W;+49 2421 204903;;www.lopez-roller.de;;;mariolopez81@aol.com;DST;LOPEZ KG
DE047806W;+49 821 790960 11;;connex-ai.de;;;marius.constantinoiu@connex-ai.de;DST;CONNEX  GMBH
DE057218W;+49 2171 76478 10;;www.ineopharma.de;;;mark.wehner@ineopharma.de;DST;INEO PHARMA GMBH
DE061676W;;;www.markdavid.eu;;;markdavid@markdavid.de;DST;MARK DAVID PACKAGING GMBH
DE001108K;49 3030;;http://www.gea.com;;;marketing.brewerysystems@gea.com;DST;GEA Brewery Systems GmbH
DE073162W;+49 4321 269850;;www.verint.com;;;marketing.emea@verint.com;DST;VERINT SYSTEMS GMBH
DE064059E;+49 6195 6713305;;;;;marketing.nte@nexentire.com;DST;NEXEN TIRE EUROPE GMBH
DE002903K;49 8951230;;http://www.bain.de;;;marketing@bain.de;PST;Bain & Company Germany, Inc.
DE002818K;49 70000;;http://www.bifa.de;;;marketing@bifa.de;PST;bifa Umweltinstitut GmbH
DE001783K;49 21977660;;http://www.crytek.com;;;marketing@crytek.de;ICT;Crytek GmbH
DE048981F;+49 6201 7080;;;;;marketing@detia-degesch.de;DST;DETIA DEGESCH GMBH
DE048980W;;;www.detia-degesch.de;;;marketing@detia-degesch.de;DST;DETIA DEGESCH GMBH
DE052096F;+49 241 56890;;;;;marketing@fev.com;PST;FEV EUROPE GMBH
DE003476K;49 435675;;http://www.uhde-inventa-fischer.com;;;marketing@uhde-inventa-fischer.com;PST;Uhde Inventa-Fischer GmbH
DE003484K;49 3020;;http://www.mercedes-amg.com;;;marketing-amg@daimler.com;PST;Mercedes - AMG GmbH
DE002388K;49 6880;;http://www.harz-metall.de;;;marketing-harz-metall@recylex.de;DST;Harz-Metall GmbH
DE069869W;+49 170 4335095;;www.smart-energy-gmbh.de;;;markus@f-u-c-h-s.de;DST;SMART ENERGY GMBH
DE041126W;;;www.atco.de;;;martina.hofmeister@atco.de;DST;S P R E E H A N D E L GES. MIT BESCHR. HAFTUNG IMPORT U. EXPORT C/O A. TOEPFER & CO.
DE003863K;49 97960;;http://www.sandern.de;;;maschinenbau@sandern.de;DST;K. Sandern Maschinenbau GmbH
DE058514W;+49 170 8205453;;;;;massonjl@hotmail.de;DST;JUMTEC UG (HAFTUNGSBESCHRAENKT)
DE041111F;+49 6172 6806 0;;;;;mathias@duerbeck.com;DST;OMNIA-FRUCHT- IMPORT GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG
DE063433W;+49 621 69099918;;www.mtn-logistics.de;;;matondo.nsala@mtn-logistics.de;DST;MTN LOGISTICS GMBH
DE049827F;+49 8709 95900;;;;;matthias.wenzl@dukra.net;DST;DUKRA INVEST GMBH
DE054762W;+49 4203 784490;;;;;matthias-lindemann@arcor.de;DST;H.L.P. KRAN- UND HANDELSAGENTUR GMBH & CO. KG
DE061924W;+49 2421 680039;;;;;maytrade@web.de;DST;MAY TRADE GMBH
DE003644K;49 3500830;;http://www.mentis-consulting.de;;;mb@mentis-consulting.de;PST;Mentis Managementberatung GmbH
DE004108K;49 904330;;http://www.ctdatentechnik.de;;;mbox@ctdatentechnik.de;ICT;CT Datentechnik Gesellschaft für Prozessrechentechnik mbH
DE062000W;;;www.mcb-baugeräte.de;;;mcb-baugeraete@web.de;DST;MCB BAUGERAETE UG (HAFTUNGSBESCHRAENKT)
DE062122W;+49 40 35739300;;;;;mcmedimed@web.de;DST;MEDI CONSULT MEDIMED GMBH
DE062024W;+49 611 372747;;www.mcmspa.it/deutsch;;;mcmvertreibs@mcm-deutsch.de;DST;MCM VERTRIEBS GMBH DEUTSCHLAND
DE049852W;+49 2336 44162 0;;www.durlach-gmbh.de;;;mds@durlach-gmbh.de;DST;DURLACH GMBH INDUSTRIEAUSRUESTUNG
DE062387F;+49 89 41868 0;;;;;mdv@mentzdv.de;PST;MENTZ GMBH
DE042880W;+49 202 76930008;;www.ambikon.de;;;me@ambikon.de;DST;AMBIKON GMBH
DE062102W;+49 6192 2030510;;home.mobile.de/exlease;;;medak1@mobile.de;DST;MEDAK GMBH
DE062099F;+49 6172 888 01;;;;;medinfo@medapharma.de;DST;MEDA PHARMA GMBH & CO. KG
DE062255W;+49 69 5960 777;;www.medyinternational.de;;;medygmbh@hotmail.de;DST;MEDY INTERNATIONAL GMBH
DE062147W;+49 3764 79550;;www.mediamarkt.de;;;meerane@mediamarkt.de;DST;MEDIA MARKT TV-HIFI-ELEKTRO GMBH MEERANE
DE059312F;+49 5341 8797 1;;;;;meet.us@kirschpharma.de;DST;KIRSCH PHARMA GMBH
DE062280W;+49 211 177540;;www.megadent.de;;;megadent-d@t-online.de;DST;MEGADENT-DEFLOGRIP GERHARD REEG GMBH
DE062271W;+49 203 55249049;;www.fbhprofi.de;;;megagmbh@gmx.de;DST;MEGA PLUS GMBH
DE054117W;+49 2131 7196704;;;;;mehdifaraji40@yahoo.de;DST;GOLVASH GMBH
DE062329W;+49 8158 904658;;www.meiragmbh.com;;;meiragmbh@googlemail.com;DST;MEIRA - MASCHINEN EXPORT GMBH
DE053805W;+49 211 2406707;;www.glas-experts.de;;;memduh.uyar@glas-experts.de;DST;GLAS EXPERTS GMBH
DE062423W;+49 2941 96730;;;;;mercurgmbh@t-online.de;DST;MERCUR AUSSENHANDELSGESELLSCHAFT M.B.H.
DE046791W;+49 30 408192358;;;;;merlinus@me.com;DST;CAPONE VERMOEGENSVERWALTUNG GMBH
DE062502W;+49 176 34365436;;www.metaj-online.de;;;metaj-im-exp.gmbh@web.de;DST;METAJ IM- UND EXPORT GMBH
DE062526W;+49 40 731668;;www.meteora-hamburg.de;;;meteora@t-online.de;DST;METEORA GMBH IMPORT-EXPORT
DE062556E;+49 211 2105 0;;;;;metso.de388@bscs.basware.com;DST;METSO GERMANY GMBH
DE004001K;49 21040;;http://www.metzler.com;;;metzler@metzler.com;PST;B. Metzler seel. Sohn & Co. KGaA
DE054309W;+49 2131 4069038;;www.rubber-adaptor-sleeves.de;;;meyer.walzen@gmail.com;DST;GRENZLAND WALZEN GMBH
DE054527W;+49 5807 979920;;www.meyer-verpackungen.de;;;meyerverpackungen@t-online.de;DST;GUENTHER E.MEYER GMBH
DE053459W;+49 4101 534496;;www.gerber-hamburg.com;;;mgerber@gerber-hamburg.com;DST;GERIMPEX GERBER GMBH & CO. KG
DE060526W;+49 911 2790853;;lib-pipelines.de;;;mgpganz@gmx.de;CON;LIB LIEFERUNG INDUSTRIEVERTRETUNG BAUENGINEERING GMBH
DE059686W;+49 2131 3650588;;www.kpiultraschall.de;;;mguisinger@kpimed.com;DST;KPI EUROPE GMBH
DE061945W;+49 371 440352;;;;;michael.boerner@web.de;DST;MB EXPORT & IMPORT INH. MICHAEL BOERNER E.KFM.
DE055547W;+49 172 4070714;;;;;michael-oberender@gmx.de;DST;HELL & GUT M. O. LEUCHTEN GMBH
DE042829W;+49 40 6700000;;www.aps-prosch.de;;;michaelprosch@aps-prosch.de;DST;ALWIN PROSCH & SOHN INH. MICHAEL PROSCH E. K.
DE067598W;+49 6349 929440;;;;;mike.riemann@web.de;ICT;RIEMANN SYSTEMS GMBH
DE066208F;+49 40 301000 0;;;;;mike@port-international.com;DST;PORT INTERNATIONAL EUROPEAN SOURCING GMBH
DE062764W;+49 3834 59546;;www.milbratz-gmbh-greifswald.de;;;milbratz-gmbh@t-online.de;DST;MILBRATZ GMBH
DE048670W;+49 6131 387779;;www.decro-web.de;;;mile.barac@decro-web.de;DST;DECRO GMBH
