DE043161W;+49 176 20177073;;www.antricia.de;;;info@antricia.de;DST;ANTRICIA EINZEL- UND GROSSHANDEL UG (HAFTUNGSBESCHRAENKT)
DE043166W;+49 6073 80088;;;;;info@anvo-gmbh.de;DST;ANVO HYGIENE-HANDELS-GMBH
DE043180W;+49 89 93939222;;www.a-o-m.net;;;info@a-o-m.net;DST;AOM GMBH
DE043186W;;;www.apautoparts.de;;;info@apautoparts.de;DST;AP AUTOPARTS AXEL KUGELSTADT & PARTNER GMBH
DE043193F;+49 4124 60480;;;;;info@ap-concept.de;DST;AP-CONCEPT GMBH & CO. KG
DE043211F;+49 30 2839210;;;;;info@aperto.de;PST;APERTO GMBH
DE043214W;;;www.apex-groupofcompanies.com;;;info@apex-deutschland.de;DST;APEX DEUTSCHLAND GMBH
DE002991K;49 28050;;http://www.ap-paletten.de;;;info@ap-paletten.de;DST;A. P. Paletten-Recycling GmbH
DE004172K;49 5380;;http://www.apparatebaundh.de;;;info@apparatebaundh.de;DST;Apparatebau Nordhausen GmbH
DE043194W;+49 40 398816 0;;www.ap-pumpen.de;;;info@ap-pumpen.de;DST;AP-PUMPEN GMBH
DE043265F;+49 6151 667520;;;;;info@apz-carmotion.de;DST;APZ AUTO-PFLEGE-ZENTRUM GMBH
DE002592K;;;http://www.aqseptence.com;;;info@aqseptence.com;CON;Aqseptence Group GmbH
DE001087K;49 8993690;;http://www.aqua-concept-gmbh.eu;;;info@aqua-concept-gmbh.eu;PST;Aqua-Concept Gesellschaft für Wasserbehandlung mbH
DE043281W;+49 681 96549778;;www.aquacontor.de;;;info@aquacontor.de;DST;AQUACONTOR UG (HAFTUNGSBESCHRAENKT)
DE043282W;+49 9438 944 0;;www.aquado.de;;;info@aquado.net;DST;AQUADO AG
DE043284W;+49 521 30539935;;www.aqualita.de;;;info@aqualita.de;DST;AQUALITA GMBH
DE043285F;+49 2924 87750;;;;;info@aqualogistik.com;DST;AQUALOGISTIK GMBH
DE043288W;+49 6106 69010;;www.aquariumglaser.de;;;info@aquariumglaser.de;DST;AQUARIUM GLASER GMBH
DE002418K;49 81984;;http://www.aquata.com;;;info@aquata.com;ICT;Aquata Euras Produktions- und Vertriebsgesellschaft mbH
DE043299F;+49 40 875050 100;;;;;info@aquila-capital.de;PST;AQUILA CAPITAL CONCEPTS GMBH
DE043324W;+49 40 319773 47;;www.araratgmbh.com;;;info@araratgmbh.com;DST;ARARAT GMBH
DE043347W;+49 211 16456930;;www.arcandus.de;;;info@arcandus.de;DST;ARCANDUS GMBH
DE043356W;+49 177 7936684;;www.archimed-service.de;;;info@archimed-service.de;ICT;ARCHIMEDSERVICE GMBH
DE043357W;+49 4532 2868 0;;www.arclite.de;;;info@arclite.de;DST;ARCLITE LICHTVERTRIEB GMBH
DE043361W;+49 89 143329 30;;www.arcora.de;;;info@arcora.de;DST;ARCORA INTERNATIONAL GMBH
DE002647K;49 4330;;http://www.ardison.de;;;info@ardison.de;DST;ARDISON Heimtextilien GmbH
DE043372W;+49 2801 987210;;www.area-management.de;;;info@areamanagement.de;PST;AREA MANAGEMENT GMBH
DE043379W;+49 211 8903327;;www.arena-one.com;;;info@arenaservices.de;DST;ARENA GMBH
DE043406W;+49 6721 30960;;www.argon-dental.de;;;info@argon-dental.de;DST;ARGON MEDICAL PRODUCTIONS & VERTRIEBS GESELLSCHAFT MBH & CO. KG
DE043403E;+49 821 34362 0;;;;;info@argo-personal.de;PST;ARGO GROUP GMBH
DE043408W;+49 2361 3703507;;www.arimaschinen.de;;;info@arimaschinen.de;DST;ARI MASCHINEN GMBH
DE004283K;49 3418120;;http://www.ariston-media-service.de;;;info@ariston-media-service.de;PST;Ariston Media Service GmbH
DE043439W;;;www.ariti.gr;;;info@ariti.gr;DST;ARITI GMBH
DE043457W;+49 561 47518 60;;www.armonies.de;;;info@armonies.de;DST;ARMONIES TECHNIK & DESIGN GMBH
DE058933E;+49 711 3480250;;;;;info@arno.de;DST;KARL-HEINZ ARNOLD GMBH
DE002598K;49 79478210;+49 79478210;http://ky.to/www.arnold-fastening.com;;on Monday 10.03.20 contact Truesch;info@arnold-fastening.com;DST;ARNOLD UMFORMTECHNIK GmbH & Co. KG
DE043179W;+49 221 16830476;;www.aromas-of-mexico.com;;;info@aromas-of-mexico.de;DST;AOM AROMAS OF MEXICO GMBH
DE043483W;+49 6102 50300;;www.arrowce.de;;;info@arroweurope.com;DST;ARROW CENTRAL EUROPE GMBH
DE043521W;;;www.artemis-ceramic.de;;;info@artemis-ceramic.de;CON;ARTEMIS BAUSANIERUNGS GMBH
DE043507F;+49 221 270579 00;;;;;info@art-invest.de;PST;ART-INVEST REAL ESTATE MANAGEMENT GMBH & CO KG
DE043545W;+49 35243 36862;;www.arturbetz.de;;;info@arturbetz.de;DST;ARTUR BETZ GMBH
DE071669W;+49 40 352176;;www.artus-furnituren.de;;;info@artus-furnituren.de;DST;THEODOR ARTUS OHG
DE043549W;+49 2104 5042763;;www.artvion.de;;;info@artvion.com;DST;ARTVION E.K.
DE043939W;+49 152 56281125;;artwave.biz;;;info@artwave.biz;DST;AUSTER GMBH
DE043019W;+49 208 58020;;www.ancofer.de;;;info@as.dillinger.biz;DST;ANCOFER STAHLHANDEL GMBH
DE043576W;+49 40 373617;;www.as-4-cars.com;;;info@as-4-cars.com;DST;AS-4-CARS GMBH
DE041013W;+49 40 386147 01;;www.asahandelskontor.de;;;info@asahandelskontor.de;DST;ASA HANDELSKONTOR G.M.B.H.
DE043584E;+49 211 8822030;;;;;info@asahi-kasei.eu;DST;ASAHI KASEI EUROPE GMBH
DE063896W;+49 40 65043310;;www.asbaustoffe.eu;;;info@asbaustoffe.eu;DST;NEISHA GMBH
DE041456W;+49 6206 156729;;www.asbrito.de;;;info@asbrito.de;DST;A.S. BRITO GMBH
DE041345W;+49 178 5304274;;;;;info@asfrucht.de;DST;A S FRUCHT GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG
DE043619W;+49 2166 998839 0;;www.asg-aluminium.de;;;info@asg-aluminium.de;DST;ASG-ALUMINIUM UND STAHL GMBH
DE043618W;+49 40 229419 16;;www.asg-selection.de;;;info@asg-selection.de;DST;ASG SELECTION GMBH
DE050280W;+49 172 7729494;;;;;info@as-handels-gmbh.de;DST;EFE SWEETS AND NUTS GMBH
DE043621F;+49 6201 879090;;;;;info@ashfieldhealthcare.com;PST;ASHFIELD HEALTHCARE GMBH
DE043626W;+49 6341 919315;;www.asieurope.de;;;info@asieurope.de;PST;ASI EUROPE GMBH AGROSERVICE UND INVESTMENTBERATUNG
DE043653W;+49 30 76289096;;www.askania-logistic.de;;;info@askania-logistic.de;DST;ASKANIA LOGISTIC GMBH
DE043657F;+49 721 9645 80;;;;;info@asknet.de;ICT;ASKNET AG
DE041461W;;;www.asf-boschservice.de;;;info@asl-rehwagen.de;DST;A.S.F. AUTO SERVICE FORCHHEIM GMBH
DE003402K;49 905470;;http://www.ass-automation.com;;;info@ass-automation.com;DST;ASS Maschinenbau GmbH
DE043691W;+49 2225 881 0;;www.assem-audi.com;;;info@assem-audi.com;DST;ASSEM AUDI HANDELSGESELLSCHAFT MBH
DE043696F;+49 2351 554 0;;;;;info@assmann.com;DST;ASSMANN ELECTRONIC GMBH
DE043712W;+49 5151 954022;;www.astra-aquaria.de;;;info@astra-aquaria.de;DST;ASTRA AQUARIA GMBH
DE043731W;+49 40 858089;;www.asz-hh.de;;;info@asz-hh.de;DST;ASZ HH GMBH
DE043768F;+49 2404 98700;;;;;info@atesteo.com;PST;ATESTEO GMBH & CO. KG
DE043761W;+49 40 324727;;www.atetrading.com;;;info@atetrading.com;DST;ATE TRADING GMBH
DE043770W;+49 2381 3044373;;www.atf-tuning.de;;;info@atf-tuning.de;DST;ATF - TUNING GMBH
DE043783E;+49 2191 9515 300;;;;;info@atiflatrolledproducts.com;DST;ATI FLAT ROLLED PRODUCTS GMBH
DE001487K;49 1060;;http://www.atis-systems.com;;;info@atis-systems.com;DST;ATIS systems GmbH
DE043789W;+49 231 56557272;;www.atlanta-electronics.de;;;info@atlanta-electronics.de;DST;ATLANTA ELECTRONICS GMBH
DE043800W;+49 471 972290;;www.atlantis-seafoods.de;;;info@atlantis-seafoods.de;DST;ATLANTIS SEAFOODS GMBH
DE043804W;+49 221 5402590;;www.atlas-int.eu/de;;;info@atlas-int.eu;DST;ATLAS INTERNATIONAL GMBH
DE043808W;+49 7251 9826637;;www.atlaskonzept.de;;;info@atlaskonzept.de;CON;ATLASKONZEPT GMBH
DE043820W;+49 6158 92670;;www.atmos-gruppe.de;;;info@atmos-gruppe.de;CON;ATMOS-ANLAGENBAU GMBH
DE043838W;+49 6227 3959364;;www.atq-germany.com;;;info@atq-germany.com;DST;ATQ GERMANY E.K.
DE001114K;49 9189790;;http://www.atr.de;;;info@atr.de;DST;ATR International AG
