DE043151F;+49 221 376660;;;;;info@ohlert.ru;DST;ANTON OHLERT GMBH & CO.
DE064725F;+49 6002 9392 0;;;;;info@oiles.de;DST;OILES DEUTSCHLAND GMBH
DE064724E;+49 6002 9392 0;;;;;info@oiles.de;DST;OILES DEUTSCHLAND GMBH
DE064722F;+49 40 37004 0;;;;;info@oil-tankstellen.de;DST;OIL TANKSTELLEN GMBH
DE064740W;+49 89 3221180;;www.okp.de;;;info@okp.de;DST;OKP PARTS AND ENGINEERING GMBH
DE064774W;+49 4731 2699669;;www.olisto.de;;;info@olisto.de;DST;OLISTO GMBH
DE064788W;+49 40 85560 0;;www.olsen.de;;;info@olsen.de;DST;OLSEN GERMANY GMBH
DE064801W;+49 202 5199485;;www.omacshop.de;;;info@omacshop.de;DST;OMAC GMBH
DE064832W;+49 30 53023850;;;;;info@omexberlin.com;DST;OMEX LAGERUNG & LOGISTIK GMBH
DE064839W;+49 2131 3689620;;www.omico.de;;;info@omico.de;DST;OMICO INTERNATIONAL GMBH
DE064841W;+49 40 30225320;;www.omicron-med.de;;;info@omicron-med.de;DST;OMICRON HANDELSGESELLSCHAFT MBH
DE064858F;+49 941 46460 0;;;;;info@omniga.de;ICT;OMNIGA GMBH & CO. KG
DE064904E;+49 6196 780800;;;;;info@omsag.de;ICT;ONLINE MARKETING SOLUTIONS AG
DE066084W;;;www.onlineprintforyou.de;;;info@onlineprintforyou.com;PST;PLUS X ONLINEPRINT & MORE GMBH
DE064923W;+49 35822 47570;;www.oostdam-metalle.de;;;info@oostdam-metalle.de;DST;OOSTDAM METALLHANDELS GMBH
DE064600F;+49 89 5799 0;;;;;info@opb.de;PST;OBERMEYER PLANEN + BERATEN GMBH
DE064953F;+49 5271 621;;;;;info@optibelt.de;DST;OPTIBELT GMBH
DE064954W;+49 911 93185 0;;www.opticland.de;;;info@opticland.de;DST;OPTICLAND GMBH
DE064964W;+49 8761 7206 0;;www.optimal-germany.com;;;info@optimal-germany.com;DST;OPTIMAL AG & CO. KG
DE064975W;;;www.optimus-automotive.com;;;info@optimus-automotive.com;DST;OPTIMUS HANDELS GMBH
DE065041W;+49 211 5206700;;www.orientalmotor.de;;;info@orientalmotor.de;DST;ORIENTAL MOTOR (EUROPA) GMBH
DE065033W;+49 421 420003;;www.orient-graphics.de;;;info@orient-graphics.de;DST;ORIENT-GRAPHICS INH. ARAM ARITIM E.K.
DE065060E;+49 4121 4750 0;;;;;info@orlen-deutschland.de;DST;ORLEN DEUTSCHLAND GMBH
DE065061W;+49 30 60985241 0;;www.orlimex.de;;;info@orlimex.de;DST;ORLIMEX DE GMBH
DE065064W;+49 30 92147892;;www.ormado.de;;;info@ormado.de;DST;ORMADO GMBH
DE065070F;+49 7852 9100;;;;;info@orsay.com;DST;ORSAY GMBH
DE065073W;+49 431 577111;;www.ortex.de;;;info@ortex.de;DST;ORTEX GMBH & CO. KG
DE065075W;+49 211 38700700;;www.orthokin.de;;;info@orthogen.com;PST;ORTHOGEN LAB SERVICES GMBH
DE064940E;+49 69 689702 710;;;;;info@o-s.de;ICT;OPERATIONAL SERVICES GMBH & CO. KG
DE003499K;49 18020;;http://www.oschatz.com;;;info@oschatz.com;PST;Oschatz GmbH
DE065108W;+49 203 301940;;www.oskar-berg.de;;;info@oskar-berg.de;DST;OSKAR BERG GMBH
DE065114W;+49 6239 99950;;;;;info@osmanli-feinkost.de;DST;OSMANLI FEINKOST GMBH LEBENSMITTEL-GROSSHANDEL IM- UND EXPORT
DE064567W;+49 8106 37938 0;;www.osquare.de;;;info@osquare.de;DST;O-SQUARE GMBH
DE044143E;+49 8741 96330;;;;;info@ostermaier.de;DST;AUTOHAUS OSTERMAIER GMBH
DE065120W;+49 7433 9089490;;www.ostexpress-gmbh.de;;;info@ostexpress.gmbh.de;DST;OST EXPRESS IMPORT-EXPORT GMBH
DE065132W;+49 39484 9400;;www.ostharz-elektro.de;;;info@ostharz-elektro.de;CON;OSTHARZ ELEKTROTECHNIK GMBH
DE065140W;+49 4362 905900;;www.ostsee-automobile.de;;;info@ostsee-automobile.de;DST;OSTSEE-AUTOMOBILE BORIS JURKSCHEIT E.KFM.
DE002127K;49 97100;;http://www.osy.de;;;info@osy.de;PST;OSY GmbH Unternehmensberatung & Software Entwicklung
DE065144W;+49 911 59744011;;www.otagon.de;;;info@otagon.de;DST;OTAGON GMBH
DE065152W;+49 6084 9599210;;www.otido.de;;;info@otido.de;PST;OTIDO UG (HAFTUNGSBESCHRAENKT)
DE001119K;49 93990;;http://www.ott-antriebe.de;;;info@ott-antriebe.de;DST;Ott GmbH & Co. KG
DE061344W;+49 2722 50022;;www.madec-otto.de;;;info@ottoarmaturen.de;DST;MADEC-OTTO GMBH
DE002942K;;;http://www.otto-fuchs.com;;;info@otto-fuchs.com;DST;OTTO FUCHS Kommanditgesellschaft
DE065176W;+49 40 431336 0;;www.ottonordwald.de;;;info@ottonordwald.de;DST;OTTO NORDWALD GMBH
DE065189W;+49 6897 9388853;;www.oumengqiao.com;;;info@oumengqiao.com;DST;OUMENGQIAO GMBH
DE065209F;+49 208 443200;;;;;info@ovibell-int.de;DST;OVIBELL PFLANZEN, DEKO UND FREIZEIT GMBH & CO. KG
DE052355W;+49 208 443200;;www.ovibell-int.de;;;info@ovibell-int.de;DST;FLORETT TEXTIL GMBH. & CO. KG
DE064562W;+49 2161 82803 0;;www.o-zoo.de;;;info@o-zoo.de;DST;O'ZOO GMBH
DE066495F;+49 6237 932 0;;;;;info@pa-ats.com;PST;PROCESS AUTOMATION SOLUTIONS GMBH
DE065326W;+49 30 30109738;;www.pack-vitus.de;;;info@pack-vitus.de;DST;PACK-VITUS GMBH
DE065331W;+49 2191 9985 0;;www.pacplast.de;;;info@pacplast.de;DST;PACPLAST GMBH
DE065335W;+49 34205 7750;;www.padelttherm.de;;;info@padelttherm.de;CON;PADELTTHERM GMBH
DE065343W;+49 34242 505 60;;www.pagus.eu;;;info@pagus.eu;DST;PAGUS E.K. MASCHINEN WERKZEUGE ZUBEHOER
DE065354W;+49 6105 4065329;;www.pakukfood.com;;;info@pakukfood.com;DST;PAKUKFOOD GMBH
DE065356W;+49 2293 908990;;www.paladin.de;;;info@paladin.de;DST;PALADIN GMBH & CO.KG
DE065364W;+49 621 73619224;;www.palettencity.de;;;info@palettencity-gmbh.de;DST;PALETTEN - CITY GMBH
DE065380W;+49 2271 6776512;;www.palsmobile.de;;;info@palsmobile.de;ICT;PALSMOBILE GMBH
DE065384W;+49 40 7891011;;www.pamir-food.de;;;info@pamir-food.de;DST;PAMIR IM- UND EXPORT HAMID REZA EBRAHIMZADA E.K.
DE065396W;+49 2151 951383;;www.panacific.de;;;info@panacific.com;DST;PANACIFIC GMBH  & CO. KG
DE065397F;+49 6171 6202 0;;;;;info@panacol.de;DST;PANACOL-ELOSOL GMBH
DE065413E;+49 711 94768 0;;;;;info@panini.de;DST;PANINI VERLAGS GMBH
DE003920K;49 2050;+49 2304 2050;http://www.papenmeier.de;;Call again: mo-do 7:30 12:00   ;info@papenmeier.de;PST;F. H. Papenmeier GmbH & Co. KG
DE065446W;+49 851 4904490;;www.paragon-alliance.net;;;info@paragon-alliance.net;PST;PARAGON ALLIANCE GMBH
DE055759W;+49 7225 913340;;www.parkett-hettich.de;;;info@parkett-hettich.de;CON;HETTICH GMBH
DE065467W;+49 2151 620288;;www.parkimpex.com;;;info@parkimpex.com;DST;PARK IMPEX E. K.
DE065483W;;;www.parolt.de;;;info@parolt.de;DST;PAROLT GMBH
DE069211W;+49 541 8508296;;www.paromi.de;;;info@paromi.de;DST;SERGEY KRYUCHKOV E.K.
DE065499F;+49 4109 27870;;;;;info@partenum.de;PST;PARTENUM GMBH & CO. KG
DE065498W;+49 69 667748355;;;;;info@part-int.de;DST;PART INTERNATIONAL GMBH
DE065529F;+49 2336 916 0;;;;;info@pass.de;DST;PASS-AUTOMOTIVE EAST GMBH
DE001719K;49 9850;;http://www.pass-ag.com;;;info@pass-ag.com;PST;Pass Stanztechnik AG
DE065538W;+49 8138 6979 0;;www.gemuese-pastari.de;;;info@pastari-gemuese.de;DST;PASTARI GEMUESEVERTRIEB GMBH & CO. KG
DE049047E;+49 89 2867620;;;;;info@patekphilippe.com;DST;DEUTSCHE PATEK PHILIPPE GMBH
DE002056K;49 92000;;http://www.pat-passig.de;;;info@pat-passig.de;ICT;Passig Automatisierungstechnik GmbH
DE071523W;+49 89 444887 0;;www.patriziapepe.com;;;info@patriziapepe.it;DST;TESSILFORM VERTRIEBS GMBH
DE065555W;+49 40 18130847;;www.patroline-oil.de;;;info@patroline-oil.de;DST;PATROLINE OIL GMBH
DE055216W;+49 202 523055;;www.patscheider.de;;;info@patscheider.de;DST;HAROLD PATSCHEIDER GMBH
DE065557W;+49 40 6945980;;www.pattys.de;;;info@pattys.de;DST;PATTY'S GMBH
DE003512K;49 60060;;http://www.paul-hafner.de;;;info@paul-hafner.de;DST;Paul Hafner GmbH
DE065566E;+49 208 588970;;;;;info@paul-jost.com;DST;PAUL JOST GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG
DE003864K;49 92110;;http://www.paul-koester.de;;;info@paul-koester.de;DST;Paul Köster GmbH
DE044899W;+49 212 3833077;;www.pavlovic-bauelemente.de;;;info@pavlovic-bauelemente.de;CON;BAUELEMENTE PAVLOVIC GMBH
DE065598F;+49 30 3001318 88;;;;;info@payleven.de;ICT;PAYLEVEN GERMANY GMBH
DE065599F;+49 30 58858111;;;;;info@paypeanuts.net;ICT;PAYPEANUTS GMBH
DE065602W;+49 7084 927352 1;;www.pbs-worldwide.de;;;info@pbs-worldwide.de;DST;PB SOLUTIONS GMBH
DE065613E;+49 2066 20190;;;;;info@pcc.eu;DST;PCC TRADE & SERVICES GMBH
DE065614F;+49 2066 20190;;;;;info@pcc.eu;DST;PCC TRADE & SERVICES GMBH
DE065974W;+49 212 1809199;;www.pcg-racing.de;;;info@pcg-racing.de;DST;PIMPCITY-GERMANY E. K.
DE065619F;+49 38826 8290;;;;;info@pco-group.com;DST;PCO GROUP GMBH
DE062702W;;;www.pc-spezialisten.com;;;info@pc-spezialisten.com;ICT;MICRO STORE UG (HAFTUNGSBESCHRAENKT)
DE065635W;+49 40 860569;;www.pearlcaviar.de;;;info@pearlcaviar.de;DST;PEARL CAVIAR LUXURY GOODS GMBH
DE065646W;+49 4101 85488720;;www.pecomm.de;;;info@pecomm.de;DST;PECOMM GMBH
DE065665E;+49 4421 4840;;;;;info@peinegmbh.com;DST;PEINE GMBH
DE065671E;+49 511 69690;;;;;info@pelikan.com;DST;PELIKAN VERTRIEBSGESELLSCHAFT MBH & CO. KG
DE065673F;+49 5252 848 0;;;;;info@pelipal.de;DST;PELIPAL GMBH
DE065687F;+49 6102 749 0;;;;;info@pepsi.de;DST;PEPSI BOTTLING GROUP GMBH
DE060244W;;;www.perekovic.de;;;info@perekovic.de;DST;LAVIN GROSSHANDEL GMBH
DE065707W;+49 7309 9500;;www.peri.de;;;info@peri.de;CON;PERI PSS GMBH
DE065708W;+49 6131 2134224;;www.peripharm.de;;;info@peripharm.de;DST;PERI-PHARM GMBH & CO. KG
DE001318K;49 2920;;http://www.perleberg.de;;;info@perleberg.de;DST;Perleberg Creative GmbH
DE004104K;49 8531530;;http://www.perlwitz.de;;;info@perlwitz.de;DST;Perlwitz Armaturen GmbH
DE054687F;+49 9704 6090;;;;;info@perma-tec.com;DST;H-T-L HIGH-TEC-LUBRICATION GMBH & CO.
DE065788W;+49 40 319746 0;;www.pes-petroleum.com;;;info@pes-petroleum.com;ICT;PETROLEUM ENGINEERING SERVICES GMBH
