DE001891K;49 41424190;;http://www.ic-direct.com;;;info@ic-direct.com;PST;IC-Direct GmbH
DE056696W;+49 551 99902 0;;www.ic-holding.eu;;;info@ic-holding.eu;PST;IC HOLDING GMBH
DE056719W;+49 6150 5922966;;www.icletta.com;;;info@icletta.com;DST;ICLETTA GMBH
DE056725F;+49 711 8060980;;;;;info@icongmbh.de;ICT;ICON SYSTEMHAUS GMBH
DE056736W;+49 6081 9400 0;;www.ics-ident.de;;;info@ics-ident.de;ICT;ICS INTERNATIONAL GMBH IDENTCODE-SYSTEME
DE056757W;+49 7134 50028 90;;www.idealheizen.de;;;info@idealheizen.de;CON;IDEAL HEIZUNG-SANITAER-SOLAR GMBH
DE056768W;+49 30 887062050;;www.ideastart.de;;;info@ideastart.de;PST;IDEASTART DEUTSCHLAND UG (HAFTUNGSBESCHRAENKT)
DE056778W;+49 4107 9087700;;www.idggmbh.de;;;info@idggmbh.de;DST;IDG INTERNATIONAL DRILLS GERMANY GMBH
DE056781F;+49 6082 9214 0;;;;;info@idl.eu;ICT;IDL BERATUNG FUER INTEGRIERTE DV-LOESUNGEN GMBH MITTE
DE056783W;+49 30 47601326;;www.idler-busse.de;;;info@idler-busse.de;DST;IDLER OMNIBUS VERTRIEB GMBH
DE056793W;;;www.idun-solution.de;;;info@idun-solutions.de;DST;IDUN SOLUTIONS GMBH
DE057197W;+49 6122 72660 0;;www.ie4u.de;;;info@ie4u.de;DST;INDUSTRIAL ELECTRONICS GMBH GES. FUER INDUSTRIELLE ELEKTRONIK
DE004680K;49 9090705700;;http://www.ifa-technology.de;;;info@ifa-technology.de;CON;IFA Technology GmbH
DE004514K;49 48752269;;http://www.iffec.de;;;info@iffec.de;PST;IFF Engineering & Consulting GmbH
DE056829W;+49 69 668025 0;;www.ifigmbh.com;;;info@ifigmbh.com;PST;IFI INGENIEURBUERO FUER INDUSTRIEANLAGEN GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG
DE056845W;+49 33394 510;;www.igefa.de;;;info@igefa.de;DST;IGEFA ZENTRALLOGISTIK GMBH & CO. KG
DE004456K;49 91220;;http://www.DerWaermetauscher.de;;;info@igefa-weinbrenner.com;PST;IGEFA WEINBRENNER Energy Solutions GmbH
DE056848E;+49 421 520940;;;;;info@igel.com;DST;IGEL TECHNOLOGY GMBH
DE056850F;+49 40 7277880;;;;;info@igepagroup.com;DST;IGEPA GROUP GMBH & CO. KG
DE056853F;+49 8561 23880;;;;;info@igk-klein.de;PST;IGK INGENIEURGESELLSCHAFT KLEIN MBH
DE056861F;+49 6361 919 0;;;;;info@igr.de;PST;IGR AKTIENGESELLSCHAFT
DE056866W;+49 2853 8473700;;www.ihaco.de;;;info@ihaco.de;DST;IHACO HANDELSGESELLSCHAFT MBH EDELSTAEHLE-INDUSTRIEPRODUKTE
DE001252K;49 39940;;http://www.ihc-chempharm.com;;;info@ihc-chempharm.com;DST;IHC-I.H.Chempharm GmbH
DE003028K;49 71120050;;http://www.ihk-bildungshaus.de;;;info@ihk-bildungshaus.de;PST;Industrie- und Handelskammer (IHK) Region Stuttgart
DE004463K;;;http://www.ihr.eu;;;info@ihr.eu;DST;IHR Ideal Home Range GmbH
DE004498K;49 208520;;http://www.iic-ag.com;;;info@IIC-AG.com;DST;IIC AG (Kunstoffverpackung)
DE056884F;+49 211 865640;;;;;info@ikcotrading.de;DST;IKCO TRADING GMBH
DE056896W;+49 203 554171;;www.iktha.de;;;info@iktha.de;DST;IKTHA MASCHINENHANDELS GMBH
DE056926W;+49 203 313865;;www.ilps-land.de;;;info@ilps-land.de;DST;ILPS LAND-DE GMBH
DE003174K;49 664520;;http://www.image-kiel.de;;;info@image-kiel.de;PST;IMAGE MARKETING GmbH
DE056949W;+49 381 4965820;;www.image-systems.biz;;;info@image-systems.biz;ICT;IMAGE INFORMATION SYSTEMS EUROPE GMBH
DE056942F;+49 341 30690032;;;;;info@ima-plan.de;PST;IMA INFRASTRUKTUR MANAGEMENT GMBH
DE056964F;+49 221 77650;;;;;info@imcd.de;DST;IMCD DEUTSCHLAND GMBH
DE002575K;49 53868842;;http://www.imc-network.eu;;;info@imc-network.eu;PST;imc international market consultants
DE001919K;49 72906755;;http://www.imcopex.de;;;info@imcopex.de;DST;imcopex office supplies GmbH
DE056962W;+49 2572 953185;;www.imc-worldwide.com;;;info@imc-worldwide.com;DST;IMC INTERNATIONAL MEDICAL CARE GMBH
DE056968F;+49 9281 850160;;;;;info@imedc.de;DST;IME-DC GMBH INTERNATIONAL MEDICAL EQUIPMENT - DIABETES CARE
DE057020W;+49 40 73430730;;www.immotechgmbh.com;;;info@immotechgmbh.com;DST;IMMO+TECH GERMANY GMBH
DE070340W;+49 8205 96296 0;;www.immotopline.de;;;info@immotopline.de;PST;STADLER GMBH
DE002670K;49 3214120;;http://www.imm-photonics.de;;;info@imm-photonics.de;PST;IMM Photonics GmbH
DE057033W;+49 4335 9227782;;www.impactics.de;;;info@impactics.de;DST;IMPACTICS GMBH
DE051758F;+49 89 309066880;;;;;info@impeo.de;ICT;FADATA GERMANY GMBH
DE057046W;;;;;;info@imperial-import.de;DST;IMPERIAL IMPORT GMBH  C/O OLDRICH RUBES
DE057050W;+49 3841 24280;;www.citroen-haendler.de;;;info@impex-car-point.de;DST;IMPEX CAR POINT GMBH
DE057057W;+49 211 758 120;;www.impex-machinery.de;;;info@impex-machinery.de;DST;IMPEX INDUSTRIAL MACHINES GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG
DE057084F;+49 40 270936 0;;;;;info@implico.com;ICT;IMPLICO GMBH
DE057110W;+49 2853 60490;;www.impulsmedizin.de;;;info@impulsmedizin.de;DST;IMPULS MEDIZINTECHNIK GMBH
DE057146W;+49 911 3664912;;www.inatros.de;;;info@inatros.de;CON;INATROS GMBH
DE002565K;49 5044755;;http://www.indexierer.de;;;info@indexierer.de;ICT;Linkservice Indexierer.de
DE057171W;+49 30 53013770;;www.indiafoods.de;;;info@indiafoods.de;DST;INDIA FOOD SINGH  GMBH
DE065020W;+49 911 92378231;;www.indonesia-consult.de;;;info@indonesia-consult.de;DST;ORGANIC FOODS INDONESIA AR UG (HAFTUNGSBESCHRAENKT)
DE057778W;+49 3461 5210;;www.industriehandel.de;;;info@industriehandel.de;DST;ISL-INDUSTRIEHANDEL & SERVICE GMBH LEUNA
DE051782W;+49 2842 41572;;www.industrietore-fairpreis.de;;;info@industrietore-fairpreis.de;DST;FAIRPREIS GMBH
DE001303K;49 5332838;;http://www.indutec-consulting.com/;;;info@indutec-consulting.com;PST;Indutec-consulting
DE057216E;+49 7321 9385 0;;;;;info@ineltek.com;DST;INELTEK GESELLSCHAFT FUER INDUSTRIEELEKTRONIK MBH
DE057223E;+49 212 23234 0;;;;;info@infield-safety.de;DST;INFIELD SAFETY GMBH
DE057232W;;;www.infinite.de;;;info@infinite.de;ICT;INFINITE.TOOLS.TRADE. PARADISE GMBH
DE057277W;+49 381 4444470;;www.ingbuero-reincke.de;;;info@ingbuero-reincke.de;PST;INGENIEURBUERO REINCKE GMBH
DE003755K;49 50490;;http://www.ingenia-gmbh.de;;;info@ingenia-gmbh.de;DST;INGENIA GmbH
DE057283W;+49 69 505064358;;www.ingenium-online.com;;;info@ingenium-online.com;PST;INGENIUM GMBH
DE057286W;+49 40 22635788;;www.ingersys.de;;;info@ingersys.de;DST;INGERSYS GMBH
DE057291W;+49 8547 9604 0;;;;;info@ingo-pet.de;DST;INGO-MOBIL GMBH, GENERALIMPORTEUR AUDI UND PORSCHE FUER RUSSLAND
DE057298E;+49 30 683760;;;;;info@inha.de;DST;INHA GMBH WERKZEUGE MASCHINEN KUGELLAGER
DE056313W;+49 30 32664686;;www.hst-handels-gmbh.de;;;info@ink.24.de;DST;HST HANDELS GMBH
DE057306F;+49 9171 80305;;;;;info@inko.de;DST;INKO INTERNATIONALE HANDELSKONTOR GMBH
DE057132W;+49 5253 931660;;;;;info@inlinemarketing.de;DST;IN LINE MARKETING GMBH
DE057319W;+49 30 41767443;;www.innesso.com;;;info@innesso.com;PST;INNESSO UG (HAFTUNGSBESCHRAENKT)
DE057326W;+49 441 933690;;www.innocom-gmbh.de;;;info@innocom-gmbh.de;DST;INNOCOM GMBH
DE057321W;;;www.innoinstrument.com;;;info@innoinstrument.com;DST;INNO INSTRUMENT EUROPE GMBH
DE057346W;+49 561 4759639 0;;www.innova-supply.com;;;info@innova-supply.com;DST;INNOVA SUPPLY & SERVICES GMBH
DE057363W;+49 5341 18874921;;inntro-agrar.eu;;;info@inntro-agrar.eu;DST;INNTRO AGRAR GMBH
DE069306F;+49 6128 7440;;;;;info@institut-fresenius.de;PST;SGS INSTITUT FRESENIUS GMBH
DE057404W;+49 9952 9050 20;;www.instratec-gmbh.de;;;info@instratec-gmbh.de;DST;INSTRATEC GMBH
DE002113K;49 1438450;;http://www.int-autotechnik.de;;;info@int-autotechnik.de;DST;INT autotechnik GmbH
DE057199W;+49 521 98634461;;www.intebi.de;;;info@intebi.de;DST;INDUSTRIAL TECHNOLOGIES BIELEFELD GMBH
DE057430W;+49 6192 9614954;;www.integros.de;;;info@integros.de;DST;INTEGROS GMBH
DE057434W;+49 7541 3979400;;www.intellidi.de;;;info@intellidi.com;DST;INTELLIDI GMBH
DE057435F;+49 4101 78920;;;;;info@intelligent-repair-solutions.de;DST;INTELLIGENT REPAIR SOLUTIONS HOLDING GMBH
DE057443W;+49 2355 893 0;;www.interbaer.de;;;info@interbaer.de;DST;INTER BAER GMBH + CO. KG
DE056721W;+49 8053 794540;;www.intercarne.de;;;info@intercarne.de;DST;ICM-INTERNATIONAL GMBH
DE057476F;+49 8053 79454 0;;;;;info@intercarne.de;DST;INTERCARNE GMBH
DE057458W;+49 541 8503394;;www.intercar-osnabrueck.de;;;info@intercar-osnabrueck.de;DST;INTER-CAR A.O. GMBH
DE057486W;;;www.intercons-gmbh.com;;;info@intercons-gmbh.com;PST;INTERCONS GMBH
DE057489W;+49 89 3292024;;www.intercont-seafood.de;;;info@intercont-seafood.de;DST;INTERCONT GROSSHANDELS GMBH
DE057503W;+49 4106 7769 0;;;;;info@interfrost.de;DST;INTERFROST GMBH
DE057507W;+49 89 43571189;;www.intergate-consulting.de;w23;;info@intergate-consulting.de;PST;INTERGATE CONSULTING GMBH
DE057512W;+49 40 6068950;;www.interhansa.de;;;info@interhansa.de;DST;INTERHANSA HANDELSGESELLSCHAFT OELSCHLAEGEL KG
DE057529W;+49 711 780039 2;;www.intermetric.de;;;info@intermetric.de;PST;INTERMETRIC GES. FUER INGENIEURMESSUNG U. RAUMBEZOGENE
DE057584W;;;www.intersmart-promotion.com;;;info@intersmart-promotion.com;DST;INTERSMART GMBH
DE071008E;+49 7131 2880;;;;;info@intersport.de;DST;SYSTEMPARTNER INTERSPORT GMBH
DE001631K;49 17470;;http://www.intersystems.de;;;info@intersystems.de;PST;InterSystems GmbH
DE057408W;+49 5251 750820;;www.int-gmbh.net;;;info@int-gmbh.net;DST;INT-INTERNATIONAL NONFOOD TRADING GMBH
DE057620W;+49 2103 62956;;www.intra-ferrum.de;;;info@intra-ferrum.de;DST;INTRA-FERRUM HANDELSGESELLSCHAFT MBH
DE057633F;+49 8031 9018260;;;;;info@intrago.de;PST;INTRAGO GMBH & CO. KG
DE057637W;+49 421 488070;;www.intramex.de;;;info@intramex.de;DST;INTRAMEX PARTS GMBH
DE057659W;+49 163 5680656;;www.inya-export.com;;;info@inya-export.com;DST;INYA IM- UND EXPORT GROSSHANDELS GMBH
DE003105K;49 760000;;http://www.ip-fischer.de;;;info@ipf-eng.de;PST;IPF Engineering GmbH
