DE059840W;+49 8072 370537;;www.ktc.de;;;info@ktc.de;DST;KTC COMPUTER TECHNOLOGIE GMBH
DE044089W;;;www.ktec24.de;;;info@ktec24.de;DST;AUTOHAUS BURGWEDEL, KTEC24 UG (HAFTUNGSBESCHRAENKT)
DE059842W;;;www.ktfgermany.de;;;info@ktfgermany.de;DST;KTF PRODUKTENTWICKLUNG GMBH
DE059844W;+49 202 769177 66;;www.ktkgermany.com;;;info@ktkgermany.com;DST;KTK GERMANY GMBH
DE059846F;+49 9628 92110;;;;;info@ktm.de;DST;KTM SPORTMOTORCYCLE DEUTSCHLAND GMBH
DE059853E;+49 6106 8730;;;;;info@kubota.de;DST;KUBOTA (DEUTSCHLAND) GMBH
DE059869W;+49 5364 940 0;;www.kuehnold.de;;;info@kuehnold.de;DST;KUEHNOLD GMBH & CO. KG
DE059872W;+49 9321 3878 0;;www.kuemmel.de;;;info@kuemmel.de;DST;KUEMMEL & CO. GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG
DE001646K;;;http://www.kuenzel.cc;;;info@kuenzel.de;CON;Künzel Maschinenbau GmbH
DE059874F;+49 201 7293 0;;;;;info@kuettner.com;DST;KUETTNER GMBH & CO. KG
DE059884W;+49 175 1176528;;www.kuigan.de;;;info@kuigan.de;ICT;KUIGAN UG (HAFTUNGSBESCHRAENKT)
DE059887W;+49 421 321895;;www.kuco-bremen.de;;;info@kulenkampff.com;DST;KULENKAMPFF & CO. GMBH & CO. KOMMANDITGESELLSCHAFT
DE059901F;+49 7544 966300;;;;;info@kumavision.de;ICT;KUMAVISION AG
DE002585K;49 62588010;+49 62588010;http://www.kunertgruppe.com;;;info@kunertgruppe.de;PST;Kunert Wellpappe Biebesheim GmbH & Co. KG
DE001211K;49 23460;;http://www.kupek.de;;;info@kupek.de;DST;KUPEK GmbH
DE059919F;+49 621 12183000;;;;;info@kurita.eu;PST;KURITA EUROPE GMBH
DE059923W;+49 40 786265;;www.kurtadolph.de;;;info@kurt-adolph.de;DST;KURT ADOLPH G.M.B.H
DE004338K;49 421047;;http://www.kurt-steiger.de;;;info@kurt-steiger.de;DST;Kurt Steiger Werkzeugmaschinen GmbH
DE059936W;+49 7150 95403;;www.kurz-blumen.de;;;info@kurz-blumen.de;DST;KURZ BLUMEN GMBH
DE003603K;49 69602;;http://www.kurz-gruppe.de;;;info@kurz-gruppe.de;PST;Kurz Kunststoffe GmbH
DE059959W;+49 2131 8853510;;www.kwhtrade.com;;;info@kwhtrade.com;DST;KW & H E.K.
DE068861F;+49 8139 88 311;;;;;info@kwon.de;DST;SCHRAMM SPORT GMBH KWON-KAMPFSPORTAUSSTATTUNG
DE059972F;+49 7131 7499 0;;;;;info@kwpteamhr.com;PST;KWP INSIDE HR GMBH
DE059866F;+49 761 88520;;;;;info@kwsoft.de;ICT;KUEHN & WEYH SOFTWARE GMBH
DE059974W;+49 6693 9110 91;;www.kws-shop.com;;;info@kws-shop.com;PST;KWS KUETTLER GMBH
DE059963W;+49 9321 3846 90;;www.kw-vertrieb.eu;;;info@kw-vertrieb.eu;DST;KW-VERTRIEBS GMBH
DE059980F;+49 211 5380590;;;;;info@kyb-europe.com;DST;KYB EUROPE GMBH
DE075246F;+49 4442 2354;;;;;info@k-zielasko.de;DST;ZIELASKO TRADING GMBH
DE049577W;+49 9382 3171081;;www.labelstock.de;;;info@labelstock.de;PST;DOUMANAS MARKETING GMBH
DE060058W;+49 4161 7044 0;;www.la-cantina-italiana.de;;;info@la-cantina-italiana.de;DST;LA CANTINA ITALIANA GMBH
DE001943K;49 83080;;http://www.laco-germany.de;;;info@laco-germany.de;DST;LACO OFFICE PRODUCTS Finke GmbH
DE060086W;+49 7221 54969;;www.lacosa-immobilien.de;;;info@lacosa-immobilien.de;PST;LACOSA IMMOBILIEN UND MARKETING GMBH
DE060096W;+49 4721 1050;;www.lae-cuxhaven.de;;;info@lae-cuxhaven.de;DST;LAE ANLAGENBAU GMBH
DE063338F;+49 381 6660110;;;;;info@laeisz.de;PST;MS PASSERO GMBH & CO. KG
DE060097W;+49 40 8393620;;www.laeisz-lueders.de;;;info@laeisz-luerders.de;DST;LAEISZ & LUEDERS IMPORT UND VERTRIEBSGESELLSCHAFT MBH
DE052729W;+49 6221 7250520;;www.laflamm.de;;;info@laflamm.de;DST;FROMAGERIE UND PATISSERIE LA FLAMM E.K.
DE002350K;49 7020970;;http://www.lagertechnik-berlin.de;;;info@lagertechnik-Berlin.de;DST;LAGERTECHNIK BERLIN GMBH & CO. KG
DE004515K;49 3396960;;http://www.gmg-gusstec.de;;;info@lahme.de;CON;Hugo Lahme GmbH
DE043467E;+49 5923 808 0;;;;;info@lammering.de;DST;ARNOLD LAMMERING GMBH
DE055635E;+49 421 5239470;;;;;info@lamotte-food.de;DST;HENRY LAMOTTE FOOD GMBH
DE060147W;+49 2222 71 360;;www.landgard.de;;;info@landgard.de;DST;LANDGARD BIO GMBH
DE067478W;;;www.landgard.de;;;info@landgard.de;DST;REX RHEIN-PFALZ EXPORT GMBH & CO. KG C/O LANDGARD
DE060151W;+49 7851 87010;;www.landgard.de;;;info@landgard.de;DST;LANDGARD OBST & GEMUESE GMBH KEHL
DE060155W;+49 3544 51218;;www.landhandel-luckau.de;;;info@landhandel-luckau.de;DST;LANDHANDEL LUCKAU GMBH
DE060181W;+49 4169 9098770;;www.langhorst-regalbau.de;;;info@langhorst-regalbau.de;DST;LANGHORST INDUSTRIE-MONTAGE GMBH
DE004247K;49 53063000;;http://www.lannergroup.de;;;info@lannergroup.de;ICT;Lanner Simulation Technology GmbH
DE050139W;;;www.lanser-displaytech.de;;;info@lanser-displaytech.de;DST;ECH GMBH
DE002696K;49 397890;;http://www.lantek.de;;;info@lantek.de;ICT;LANTEK Systemtechnik GmbH
DE060064W;+49 221 9545476;;www.lapetite.de;;;info@lapetite.de;DST;LA PETITE KONZEPT GMBH & CO. KG
DE060189W;+49 4957 9281321;;www.laptime.biz;;;info@laptime.biz;DST;LAPTIME GMBH
DE003331K;49 372799740;;http://www.laservorm.com;;;info@laservorm.com;PST;LASERVORM GmbH
DE060066W;+49 40 63658666;;www.lasopo.de;;;info@lasopo.de;DST;LA SOPO HANDELS & INDUSTRIEVERWERTUNGS GMBH & CO. KG
DE060224W;+49 651 49362560;;www.lauer-direkt.de;;;info@lauer-direkt.de;DST;LAUER-DIREKT GMBH
DE060233E;+49 89 998880;;;;;info@laurel.de;DST;LAUREL GMBH
DE060232F;+49 89 998880;;;;;info@laurel.de;DST;LAUREL GMBH
DE002857K;49 9151390;;http://www.lavisionbiotec.com;;;info@lavisionbiotec.com;PST;LaVision BioTec GmbH
DE056321W;;;;;;info@lawfactory-frankfurt.de;DST;HT PRODUCTS GMBH
DE004376K;49 609080;;http://www.lbe-online.de;;;info@lbe-online.de;CON;Elster GmbH
DE060203W;+49 511 8069880;;www.lcf-automobile.de;;;info@lcf-automobile.de;DST;LARS CHRISTIAN FRITZSCHING AUTOMOBILE VERTRIEBS GMBH & CO. KG
DE060262W;+49 6221 3538052;;www.lc-industrialproducts.de;;;info@lc-industrialproducts.de;DST;LC INDUSTRIAL PRODUCTS GMBH
DE060264W;+49 6003 9350547;;www.lc-polymers.de;;;info@lc-polymers.de;DST;LC POLYMERS GMBH
DE060019W;+49 171 7433819;;thisa.lcr-easyweb.de;;;info@lcr.de;ICT;L C R SOFTWARE GMBH
DE046211W;+49 231 17726970;;www.lead-dealer.com;;;info@lead-dealer.com;DST;BRANDS OF JANDER GMBH
DE060295W;+49 2102 5357420;;www.leader-trading.com;;;info@leader-trading.com;DST;LEADER TRADING GMBH
DE060279W;+49 2831 5221;;www.lebarbue-kunz.de;;;info@lebarbue-kunz.de;DST;LE BARBUE KUNZ GMBH & CO. KG
DE062576W;+49 2232 577739;;www.lebenslust-bruehl.de;;;info@lebenslust-bruehl.de;DST;MEXUS AGENTUR GMBH
DE003240K;49 89660;;http://www.lebkuchen-schmidt.com;;;info@lebkuchen-schmidt.com;DST;Lebkuchen-Schmidt GmbH & Co.KG Nürnberger Lebkuchen Gebäck und andere feine Spezialitäten
DE050044W;+49 4135 800621;;www.pet-earth.de;;;info@lederhosen.de;DST;EARTH GMBH
DE060343W;+49 34204 396003;;www.ledynamics.de;;;info@ledynamics.de;DST;LEDYNAMICS PROJECT DIVISION GMBH
DE054728E;+49 36922 2220;;;;;info@leergutleiter.de;DST;H. LEITER GMBH
DE060362W;+49 2159 5351 0;;www.lehmann-natur.com;;;info@lehmann-natur.com;DST;LEHMANN NATUR GESELLSCHAFT ZUR ERZEUGUNG UND ZUM VERTRIEB OEKOLOGISCHER PRODUKTE MBH
DE060507W;+49 33451 559226;;;;;info@leiman.de;DST;LH LEIMAN HANDELSGESELLSCHAFT MBH
DE060376W;;;www.leis-24.de;;;info@leis-24.de;DST;LEIS GMBH
DE060377E;+49 821 2408 0;;;;;info@leiser.de;DST;LEISER HANDELSGESELLSCHAFT MBH
DE060393W;+49 2332 9669 0;;www.lemmy-parts.de;;;info@lemmy-parts.de;DST;LEMMER GMBH & CO. KG
DE060396W;+49 2181 2392 00;;www.lemro.de;;;info@lemro.de;DST;LEMRO GMBH & CO. KG
DE060407W;+49 4532 28808 0;;www.lenk-seafood.de;;;info@lenk-seafood.de;DST;LENK SEAFOOD SERVICES GMBH
DE060416W;+49 6251 943916;;www.lenzfinance.de;;;info@lenzfinance.de;PST;LENZ FINANCE MANAGEMENT KG
DE060448W;+49 421 2230090;;www.leprinxol.de;;;info@leprinxol.de;DST;LEPRINXOL GMBH
DE001189K;49 734456644;;http://www.letmeship.com;;;info@letmeship.com;PST;ITA Shipping GmbH
DE060461W;+49 89 51086777;;www.letugroup.com;;;info@letugroup.com;ICT;LETU GMBH
DE060465W;+49 4152 801 0;;www.leuchtturm.com;;;info@leuchtturm.com;DST;LEUCHTTURM GRUPPE GMBH & CO. KG
DE060467W;+49 40 8802020;;www.stoever.com;;;info@leukefeld.de;PST;LEUKEFELD GMBH
DE060473W;;;www.level-fashion.de;;;info@level-fashion.de;DST;LEVEL FASHION & CORPORATE DESIGN GMBH
DE041091W;+49 40 367001;;www.lewal.de;;;info@lewal.de;DST;LEWAL TEPPICH GMBH
DE060486F;+49 30 8871240;;;;;info@lexta.com;PST;LEXTA GMBH
DE060491F;+49 6784 9040;;;;;info@leysser.de;DST;LEYSSER GMBH
DE060033W;;;www.li-ning.luhta.com;;;info@l-fashion.de;DST;L-FASHION GROUP GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG
DE060495W;+49 231 977250;;www.lfd.eu;;;info@lfd.eu;DST;LFD WAELZLAGER GMBH
DE060496W;+49 4101 408850;;www.lfs-liebing.de;;;info@lfs-rellingen.de;DST;LFS LIEBING GMBH FLEISCH- UND WURSTWAREN
DE060501W;+49 211 44729900;;www.lgtce.com;;;info@lgtce.com;DST;LG ELECTRONICS EU OFFICE (LG TECHNOLOGY CENTER EUROPE)
DE060510W;+49 35602 5720;;www.landhandel-knaup.de;;;info@lhd-drebkau.de;DST;LHD LANDHANDEL DREBKAU IMPORT- UND EXPORT GMBH
DE002131K;49 81430;;http://www.liba.de;;;info@liba.de;PST;KARL MAYER LIBA Textilmaschinenfabrik GmbH
DE002874K;49 783350;;http://www.libelle.com;;;info@libelle.com ;ICT;Libelle AG
DE060544W;+49 177 1822294;;www.lichtstark-trading.eu;;;info@lichtstark-trading.eu;DST;LICHTSTARK TRADING UG (HAFTUNGSBESCHRAENKT)
DE003706K;49 95460;;http://www.licostrucktec.com;;;info@licostrucktec.com;DST;LICOS Trucktec GmbH
DE060575W;+49 5121 58419;;www.lieseco.de;;;info@lieseco.de;PST;LIESECO UG (HAFTUNGSBESCHRAENKT)
DE060586W;+49 40 18052800;;www.lifebrands.de;;;info@lifebrands.de;DST;LIFEBRANDS NATURAL FOOD GMBH
DE060584W;+49 211 71193410;;www.life-select.de;;;info@lifeselect.eu;DST;LIFE SELECT GMBH
DE060601W;+49 8661 9834477;;www.lightconsulting.de;;;info@lightconsulting.de;PST;LIGHTCONSULTING GMBH
DE001365K;49 2388260;;http://www.lighthouse-lc.de/;;;info@lighthouse-lc.de;PST;LIGHTHOUSE Logistics Consulting GmbH & Co. KG
DE060603W;;;www.ligmacom.com;;;info@ligmacom.com;DST;LIGMACOM GMBH & CO. KG
DE060604W;+49 40 3085340 0;;www.lignor.de;;;info@lignor.de;DST;LIGNOR GMBH
