DE041680F;+49 89 45230 0;;;;;accounting@payon.com;ICT;ACI WORLDWIDE (GERMANY) GMBH
DE041299W;;;www.ism-energy.com;;;acil-bau@t-online.de;CON;A & A BAUGESELLSCHAFT MBH
DE004124K;49 685669;;http://www.acker-container.com;;;acker@acker-gmbh.de;CON;Acker Raum-Systeme GmbH
DE042094W;+49 30 62981516;;www.ags-gmbh.com;;;agsbaugmbh@gmx.de;CON;AGS BAU GMBH
DE041434W;+49 69 71033893;;;;;ahconstructionmanagementgmbh@yahoo.de;CON;A.H. CONSTRUCTION MANAGEMENT GMBH
DE003966K;49 96330;;http://www.apartis.com;;;aiminfo@apartis.com;ICT;apartis  Information Management AG  Gewerbepark Dietersheim
DE042294W;;;www.aktivbau-berlin.de;;;aktivbaugmbh@gmail.com;CON;AKTIV BAU- UND DIENSTLEISTUNG GMBH
DE066555W;+49 201 286547;;;;;ali.rostamazadeh@uni-essen.de;CON;PROGRESSIVE PLANUNG UND BERATUNG UG (HAFTUNGSBESCHRAENKT)
DE001922K;49 97210;;http://www.jhk.de;;;anlagenbau-und-service@jhk.de;CON;J.H.K. Engineering GmbH & Co. KG
DE043127W;+49 171 2796182;;www.ansorix.com;;;ansorix@ansorix.com;ICT;ANSORIX GERMANY GMBH
DE004114K;+496659981800;;http://www.isel-germany.de;;;automation@isel.com;ICT;isel Germany AG
DE044690W;+49 34202 50123;;www.bagtrans.de;;;bagtrans@t-online.de;CON;BAGTRANS ABBRUCH UND ERDAUSHUB GMBH
DE044954W;+49 5173 98180;;www.bautech-d.de;;;bautechd@t-online.de;CON;BAUTECH GESELLSCHAFT FUER INDUSTRIE-, GEWERBE- UND WOHNUNGSBAU GMBH
DE045085W;+49 351 40423300;;www.bcscad.de;;;bcs@bcscad.de;ICT;BCS CAD + INFORMATION TECHNOLOGIES GMBH
DE045232W;+49 30 49959893;;www.beladom.eu;;;beladom.berlin@gmx.net;CON;BELADOM GMBH
DE041019W;+49 8268 9089576;;;;;bencobau@web.de;CON;BENCO BAU GMBH
DE043248F;+49 30 240888208;;;;;berlin@applift.com;ICT;APPLIFT GMBH
DE044853F;+49 30 20055000;;;;;berlin@basf.com;ICT;BASF SERVICES EUROPE GMBH
DE002196K;49 3640680;;http://www.bechtle.com;;;berlin@bechtle.com;ICT;Bechtle GmbH
DE044606W;+49 30 3499310;;;;;berlin@ohc-berlin.com;ICT;B.TEC GMBH DENTAL-DEPOT
DE064270F;+49 89 206075000;;;;;bernhard.fuckert@nokia.com;ICT;NOKIA SOLUTIONS AND NETWORKS GMBH & CO. KG
DE050885W;+49 1573 6610015;;www.erpa.de;;;birolakin@live.de;ICT;ER-PA GMBH
DE044892W;;;www.baumont-gmbh.de;;;bisevac@baumont-gmbh.de;CON;BAU-MONT GMBH
DE045944W;+49 30 54591867;;;;;bmlbau@web.de;CON;BML BAU GMBH
DE046227W;+49 37360 74229;;;;;braunundco@t-online.de;CON;BRAUN & CO. GMBH FACHGROSSHANDEL FUER HEIZUNG UND SANITAER
DE044612F;+49 8654 77130 0;;;;;brigitte.enzinger@b4bmedia.net;ICT;B4BMEDIA. NET AG
DE044903F;+49 8252 97 0;;;;;bst@bauer.de;CON;BAUER SPEZIALTIEFBAU GMBH
DE064984W;+49 2303 952000;;www.optoad.de;;;buchhaltung@optoad.de;ICT;OPTOAD GMBH
DE044398W;+49 30 26393730;;www.axionbautechnik.de;;;buero@axionbautechnik.de;CON;AXION-BAUTECHNIK GMBH
DE060400W;+49 151 54074114;;www.lendvaigmbh.de;;;buero@lendvaigmbh.de;CON;LENDVAI GMBH
DE001965K;49 6628300;;http://www.2wcom.com;;;contact@2wcom.com;ICT;2wcom GmbH
DE003375K;49 23631673;;http://www.4system.com;;;contact@4system.com;ICT;4system GmbH
DE049838F;+49 30 30874615;;;;;contact@sociomantic.com;ICT;DUNNHUMBY GERMANY GMBH
DE074463W;;;www.withx.de;;;contacts@withx.de;ICT;WITHX IT EUROPE GMBH
DE001896K;49 95520;;http://www.belfuse.com;;;cprebeck@bel-stewart.com;ICT;Bel Stewart GmbH
DE057325W;+49 4181 203920 39;;www.innocenter.de;;;cr@innocenter.de;ICT;INNOCENTER GMBH
DE067191W;+49 208 30424400;;;;;d.san@buildre.de;CON;REBUILD UG (HAFTUNGSBESCHRAENKT)
DE044373E;+49 30 509691 11;;;;;dach-service@awin.com;ICT;AWIN AG
DE067207W;+49 39452 86210;;;;;dagmar.wittig@rekostore.de;ICT;RECOSTOR GMBH
DE049286E;+49 6172 6808 0;;;;;de.info@dimensiondata.com;ICT;DIMENSION DATA GERMANY AG & CO. KG
DE002682K;49 693510;;http://www.vector-foiltec.com;;;de@vector-foiltec.com;CON;Vector Foiltec GmbH
DE003873K;49 515660;;http://www.dekonta.de;;;dekonta@dekonta.net;CON;Dekonta Gebäude- und Industriedienste GmbH
DE054132F;+49 40 808179 000;;;;;deutschland@google.com;ICT;GOOGLE GERMANY GMBH
DE004278K;49 1142060;;http://www.xtend.de;;;dialog@xtend.de;ICT;Xtend Services GmbH
DE052453W;+49 173 3444325;;www.forcare.de;;;dimitrios.kakoulis@forcare.com;ICT;FORCARE GMBH
DE049423F;+49 89 42774 0;;;;;dmc@dmc-group.de;ICT;DMC DATENVERARBEITUNGS- UND MANAGEMENT CONSULTING GMBH
DE001190K;49 30906020;;http://www.simulatefirst.com;;;dresden@simulatefirst.com;ICT;SimulateFirst Dresden
DE041425W;+49 176 80384554;;;;;eaibradzic@yahoo.de;CON;A.D.S.I. E&E GMBH
DE050758F;+49 9961 20702 20;;;;;eb.bau@icloud.com;CON;ENERGETIC BAU GMBH & CO. KG
DE050144E;+49 6171 6209 0;;;;;eci.germany@ecitele.com;ICT;ECI TELECOM GMBH
DE050243W;+49 69 7769 170;;www.wialon-service.de;;;edmservicegmbh@gmail.com;ICT;EDM SERVICE GMBH
DE050289W;+49 40 78104191;;;;;effektausbaugmbh@gmx.de;CON;EFFEKT AUSBAU GMBH
DE058106W;;;www.jasminenetworks.com;;;einkauf@jasminnetworks.com;ICT;JASMINE NETWORKS UG (HAFTUNGSBESCHRAENKT)
DE066025W;+49 6841 4811;;www.plan-bau-art.de;;;ekkehardschausten@plan-bau-art.de;CON;PLAN + BAU ART GMBH
DE002345K;49 7837400;;http://elektro.buerkle-schoeck.de;;;elektro@buerkle-schoeck.de;CON;Bürkle + Schöck Elektro-Anlagen GmbH
DE050697W;+49 711 90738734;;www.elektro-emmer.de;;;emmer-emmer@t-online.de;CON;EMMER GMBH
DE050787F;+49 39854 64590;;;;;enertrag@enertrag.com;CON;ENERTRAG AKTIENGESELLSCHAFT
DE050985W;+49 40 57249371;;;;;ersputz@outlook.de;CON;ERS PUTZ GMBH
DE002240K;49 37003990;;http://www.moxa.com;;;europe@moxa.com;ICT;Moxa Europe GmbH
DE051441W;+49 36462 92077;;www.eurostone-gmbh.de;;;eurostonesrl@aol.com;CON;EUROSTONE GMBH
DE073199F;+49 89 905007 0;;;;;eva.harrer@vertivco.com;CON;VERTIV GMBH
DE073820W;;;www.wappenhalle-muenchen.de;;;event@wappenhalle-muenchen.de;ICT;WAPPENHALLE MUENCHEN GMBH
DE068813W;+49 911 752545;;www.schnee-bauelemente.de;;;fa.schnee-bauelemente@t-online.de;CON;SCHNEE BAUELEMENTE GMBH
DE052003W;+49 8122 9548721;;;;;felsner_gendig@yahoo.de;CON;FELSNER UND GENDIG, RAUM UND WOHNEN GMBH
DE065955W;+49 30 62609706;;www.fenster-preiswert.eu/48;;;fenster@pietrewicz-bau.de;CON;PIETREWICZ-BAU UG (HAFTUNGSBESCHRAENKT)
DE055687F;+49 2736 27112;;;;;finanzen-service@hering-bau.de;CON;HERING GMBH & CO. KG VERWALTUNGSGESELLSCHAFT
DE003804K;49 941430;;http://www.bechtle.com;;;frankfurt@bechtle.com;ICT;Bechtle GmbH IT-Systemhaus Frankfurt
DE052610W;+49 8731 327593;;www.freiberger-photovoltaik.com;;;freiberger.elektro@t-online.de;CON;FREIBERGER ENERGIE- UND GEBAEUDETECHNIK GMBH
DE053051W;+49 7134 5169084;;www.gaco-loy.de;;;gacoloy@aol.com;ICT;GACO LOY GMBH
DE050880W;+49 69 92042 0;;www.equinix.com;;;germany@eu.equinix.com;ICT;EQUINIX (GERMANY) GMBH
DE001279K;49 71189989145;;http://www.gatewaytechnolabs.de;;;germany@gatewaytechnolabs.com;ICT;Gateway TechnoLabs GmbH
DE053662F;+49 911 395 0;;;;;gfk@gfk.com;ICT;GFK RETAIL AND TECHNOLOGY GMBH
DE062580W;+49 4106 626908;;www.meyer-gmbh.de;;;gm@gunter-meyer.com;CON;MEYER LANDHAUS GMBH
DE062578W;+49 4106 626908;;www.meyer-gmbh.de;;;gm@meyer-gmbh.de;CON;MEYER GMBH
DE052832W;+49 7634 51180;;www.fuenfgeld-holzbau.de;;;h.fuenfgeld@fuenfgeld-holzbau.de;CON;FUENFGELD HOLZBAU GMBH
DE054879W;;;;;;hajitel@hotmail.de;ICT;HAJITEL TRADING GMBH
DE049261F;+49 89 215454889;;;;;hallo@digital1.online;ICT;DIGITAL1 GMBH
DE059962W;+49 6271 945844;;www.kw-wohn-industriebau.de;;;hallo@kw-wohn-industriebau.de;CON;KW WOHN- & INDUSTRIEBAU GMBH
DE063087W;+49 6151 6292715;;www.moguru.de;;;hallo@moguru.de;ICT;MOGURU GMBH
DE058145W;+49 2331 3484 637;;www.myjcp.de;;;hallo@myjcp.de;ICT;JCP CONSULTING GMBH
DE050487W;+49 2852 968534;;www.electron-deutschland.de;;;hamminkeln@electron-deutschland.de;CON;ELECTRON LEITUNGSBAU GMBH
DE041847W;;;;;;hasanagic-fahrudin@arcor.de;CON;ADO-BAU GMBH
DE054876W;+49 5491 9998400;;www.hajat-baustahl.de;;;hayat-infobaustahl@web.de;CON;HAJAT BAUSTAHL GMBH
DE055937W;+49 89 31699 505;;hkm-consulting.de;;;hecht@hkm-consulting.de;ICT;HKM CONSULTING GMBH
DE001723K;49 879200;;http://www.hellbeck.info;;;hellbeck-mb@t-online.de;CON;Horst Hellbeck CNC-Technik Hans Hellbeck Maschinenbau
DE041194W;+49 7121 3480;;www.21torr.com;;;hello@21torr.com;ICT;21TORR GMBH
DE044466W;;;www.azguard-gmbh.de;;;hello@azguard-gmbh.de;ICT;AZGUARD GMBH
DE065006F;+49 30 208983099;;;;;hello@orderbird.com;ICT;ORDERBIRD AG
DE043517E;+49 203 410500;;;;;hello-germany@artefact.com;ICT;ARTEFACT GERMANY GMBH
DE056670E;+49 6107 7790440;;;;;helloibm@de.ibm.com;ICT;IBM DEUTSCHLAND AVIATION INDUSTRY SERVICES GMBH
DE055774F;+49 6841 9596170;;;;;help@hexonet.net;ICT;HEXONET GMBH
DE055735W;+49 172 8351155;;www.heruconsult.de;;;henried@heruconsult.de;ICT;HERU CONSULTING GMBH
DE043935W;+49 173 6110201;;www.ausculto.de;;;id@ausculto.de;ICT;AUSCULTO GMBH
DE056773W;+49 7576 8899206;;www.living-in-abox.de;;;ideen-welt@gmx.net;CON;IDEEN-WELT UG (HAFTUNGSBESCHRAENKT)
DE001460K;49 62990;;http://www.interpon.de;;;info.arnsberg@akzonobel.com;ICT;Akzo Nobel Powder Coatings GmbH
DE001229K;49 410920;;http://www.star-group.net;;;info.boe2@star-group.net;ICT;STAR Language Technology & Solutions GmbH
DE074258F;+49 40 237301 0;;;;;info.dach@nuvias.com;ICT;WICK HILL KOMMUNIKATIONSTECHNIK GMBH
DE041907W;+49 711 72842 0;;www.aeb.com;;;info.de@aeb.com;ICT;AEB SE
DE044410F;+49 2681 808 0;;;;;info.de@axtone.eu;CON;AXTONE GMBH
DE050143W;+49 2203 298090;;www.ecologic-construct.com;;;info.de@ecologic-construct.com;CON;ECI INVESTMENT INC. & CO. KG
DE003923K;49 21093224;;http://www.mscsoftware.com;;;info.de@mscsoftware.com;ICT;MSC.Software GmbH
DE003588K;49 4057040;;http://www.powervote.com;;;info.de@powervote.com;ICT;PowerVote GmbH
DE070612F;+49 6621 162 0;;;;;info.de@strabag.com;CON;STRABAG GMBH
DE002705K;49 58580;;http://www.sophos.de;;;info.de@utimaco.com;ICT;Sophos Technology GmbH
DE064434F;+49 8165 925 299;;;;;info.deutschland@novexx.com;ICT;NOVEXX SOLUTIONS GMBH
DE064433E;+49 8165 925 299;;;;;info.deutschland@novexx.com;ICT;NOVEXX SOLUTIONS GMBH
DE071761F;+49 201 844 0;;;;;info.elevator.cene@thyssenkrupp.com;CON;THYSSENKRUPP ELEVATOR EUROPE AFRICA GMBH
DE055040W;+49 2159 814570;;www.hannspree.com;;;info.europe@hannspree.com;ICT;HANNSPREE EUROPE GMBH
DE064834E;+49 711 95739;;;;;info.fellbach@omexom.com;CON;OMEXOM GA SUED GMBH
DE003377K;49 806720;;http://www.pluto13.de;;;info.nospam@piranha-bytes.com;ICT;Pluto 13 GmbH
DE067464W;+49 172 5837479;;;;;info.reva.ug@gmail.com;CON;REVA UG (HAFTUNGSBESCHRAENKT)
DE046129F;+49 711 8110;;;;;info.service@de.bosch.com;CON;BOSCH SICHERHEITSSYSTEME GMBH
DE001611K;49 92780;;http://www.thyssenkrupp-uhde.de;;;info.tkues@thyssenkrupp.com;CON;ThyssenKrupp Uhde Engineering Services GmbH
DE041185W;+49 176 10368861;;www.1st-project.de;;;info@1st-project.de;CON;1ST-PROJEKT GMBH
DE002579K;49 16848170;;http://www.3d-scanworks.com;;;info@3d-scanworks.com;ICT;3D Scanworks Scanservice
DE041218E;+49 6105 3248100;;;;;info@3dsystems-europe.com;ICT;3D SYSTEMS GMBH
DE041508F;+49 911 95773 0;;;;;info@aarsleff-gmbh.de;CON;AARSLEFF ROHRSANIERUNG GMBH
DE004634K;49 967230;;http://www.abas-systemhaus.de;;;info@abas-erp.com;ICT;abas Software AG
DE061384E;+49 7622 6955;;;;;info@ac.magnetic.de;CON;MAGNETIC AUTOCONTROL GMBH
DE041690F;+49 511 5151510;;;;;info@acmeo.de;ICT;ACMEO GMBH
DE041788W;+49 241 446880;;www.addag.de;;;info@addag.de;ICT;ADDAG GMBH & CO. KG
DE041812W;+49 241 47018 0;;www.adhoc.de;;;info@adhoc.de;ICT;ADHOC COMPUTER GMBH
DE041841F;+49 7131 12427 29;;;;;info@admitad.com;ICT;ADMITAD GMBH
DE041901F;+49 6227 733790;;;;;info@adweko.com;ICT;ADWEKO CONSULTING GMBH
DE041428W;;;www.ae-ecobau.de;;;info@ae-ecobau.de;CON;A.E.ECOBAU GMBH
DE003810K;49 59099100;;;;;info@aegmis.de;ICT;BMG Gesellschaft für moderne Informationssysteme mbH
DE041916W;+49 7251 3088041;;www.aem-hydromontage.de;;;info@aem-hydromontage.de;CON;AEM-HYDROMONTAGE GMBH
DE003822K;49 226355811;;http://www.aequitas-software.de;;;info@aequitas-software.de;ICT;Aequitas Software GmbH & Co. KG
DE070162F;+39 345 2952776;;;;;info@agavee.com;ICT;SPARKFABRIK GMBH
DE042123W;+49 211 1796803;;www.ahi-entertainment.de;;;info@ahi-entertainment.de;ICT;AHI ENTERTAINMENT GMBH
DE041836F;+49 931 8806 170;;;;;info@ai-ag.de;ICT;ADMINISTRATION INTELLIGENCE AG
DE042148W;+49 8251 8964 0;;www.aiclogistik.de;;;info@aic-logistik.de;CON;AIC LOGISTIK GMBH
DE042156F;+49 2174 7908 0;;;;;info@aievas.de;ICT;AIEVAS AG
DE001285K;49 238530;;http://www.aitgoehner.de;;;info@AIT.de;ICT;AIT Goehner GmbH
DE042257W;+49 341 26309136;;akkord-bau.de;;;info@akkord-bau.de;CON;AKKORD BAU GMBH
DE042261W;+49 203 6693850;;www.akkurt.de;;;info@akkurt.de;CON;AKKURT WASSERTURM GMBH
DE042341W;+49 4292 810410;;www.aladomo.de;;;info@alamodo.de;CON;ALADOMO IMMOBILIEN GMBH & CO. KG
DE042351W;+49 7333 9539555;;www.albeventbau.de;;;info@albeventbau.de;CON;ALB EVENT & BAU GMBH
DE002295K;49 177011;;http://www.algewo.de;w23;;info@algewo.de;CON;ALGEWO Baubetreuungs-GmbH
DE042718W;+49 211 91737439;;www.alphaconcept.de;;;info@alphaconcept.de;CON;ALPHACONZEPT GMBH
DE042796F;+49 721 8244300;;;;;info@altium.com;ICT;ALTIUM EUROPE GMBH
DE042836W;+49 291 20256 0;;www.am-gmbh.de;;;info@am-gmbh.de;ICT;AM GMBH
DE042955F;+49 711 6729122;;;;;info@amorphsys.com;ICT;AMORPH SYSTEMS GMBH
DE042963F;+49 800 8045990;;;;;info@amplus.ag;ICT;AMPLUS AG
DE002902K;49 9186680;;http://www.amsonline.de;;;info@AMSonline.de;ICT;AMS Gesellschaft für angewandte Mess- und Systemtechnik mbH
DE042985F;+49 711 268998224;;;;;info@amvsglobal.com;ICT;AMVS GLOBAL GMBH
DE042991W;;;www.amzet.de;;;info@amzet.de;CON;AMZET UG (HAFTUNGSBESCHRAENKT)
DE042998F;+49 6196 7694770;;;;;info@anadeo.com;ICT;ANADEO CONSULTING GMBH
DE002409K;49 943736000;;http://www.annotext.de;;;info@annotext.de;ICT;AnNoText GmbH
DE002592K;;;http://www.aqseptence.com;;;info@aqseptence.com;CON;Aqseptence Group GmbH
DE002418K;49 81984;;http://www.aquata.com;;;info@aquata.com;ICT;Aquata Euras Produktions- und Vertriebsgesellschaft mbH
DE043356W;+49 177 7936684;;www.archimed-service.de;;;info@archimed-service.de;ICT;ARCHIMEDSERVICE GMBH
DE043521W;;;www.artemis-ceramic.de;;;info@artemis-ceramic.de;CON;ARTEMIS BAUSANIERUNGS GMBH
DE043657F;+49 721 9645 80;;;;;info@asknet.de;ICT;ASKNET AG
DE043808W;+49 7251 9826637;;www.atlaskonzept.de;;;info@atlaskonzept.de;CON;ATLASKONZEPT GMBH
DE043820W;+49 6158 92670;;www.atmos-gruppe.de;;;info@atmos-gruppe.de;CON;ATMOS-ANLAGENBAU GMBH
DE002296K;49 951310;;http://www.a-tune.de;;;info@a-tune.de;ICT;a-tune software AG
DE001208K;49 96100;;http://www.autem.de;;;info@autem.de;ICT;AUTEM Gesellschaft für Automatisierungssoftware mbH
DE003025K;49 547690;;http://www.autodesk.com;;;info@autodesk.de;ICT;Autodesk GmbH
DE003078K;49 79160;;http://www.automata.de;;;info@automata.de;ICT;Main Beteiligungs GmbH
DE004560K;49 1785980;;http://www.azteka.de;;;info@azteka.de;ICT;AZTEKA Consulting GmbH
DE060458F;+49 30 779079600;;;;;info@babbel.com;ICT;LESSON NINE GMBH
DE002772K;49 410000;;http://www.basf-it-services.com;;;info@basf.com;ICT;TECH MAHINDRA Business Services GmbH
DE052043F;+49 8322 9630 0;;;;;info@bau-brutscher.de;CON;FERDINAND BRUTSCHER GMBH & CO. KG.
DE044957W;+49 6182 924589;;www.bauunit.de;;;info@bauunit.de;CON;BAUUNIT GMBH
DE044968E;+49 89 649 90;;;;;info@bavaria-film.de;ICT;BAVARIA FICTION GMBH
DE001650K;49 93100;;http://www.bbk-gmbh.de;;;info@bbk-gmbh.de;ICT;BBK Etikettier- und Sondermaschinenbau GmbH
DE045062W;+49 30 34663547;;www.bbst-bau.de;;;info@bbst-bau.de;CON;BBST BERLIN BRANDENBURGER STRASSEN- UND TIEFBAU GMBH
DE045067F;+49 6239 99810;;;;;info@bbv-systems.com;CON;BBV SYSTEMS GMBH
DE046062W;+49 30 78892554 55;;www.bd-bau.de;;;info@bd-bau.de;CON;BONADOMA BAU GMBH
DE004119K;49 8010;;http://www.bedea.com;;;info@bedea.com;ICT;bedea Berkenhoff & Drebes GmbH
DE002206K;49 98530;;http://www.bekoaelektrotechnik.de;;;info@bekoa-elektrotechnik.de;ICT;BEKOA-Elektrotechnik GmbH
DE045283E;+49 7931 9660;;;;;info@bembe.de;CON;BEMBE PARKETT GMBH & CO. KG
DE045323W;+49 4961 94130;;www.benway-ml.de;;;info@benway-ml.de;CON;BENWAY MARINE & LOGISTICS GMBH & CO.KG
DE004249K;49 90030;;http://www.defencecontrol.de;;;info@beo-software.de;ICT;BEO GmbH
DE001423K;49 55260;;http://www.berlinerluft.de;;;info@berlinerluft.de;CON;BerlinerLuft. Technik GmbH
DE048273W;+49 30 81493758;;www.berliner-malermeister.de;;;info@berliner-malermeister.de;CON;D&M MALER GMBH
DE045494W;+49 511 4708420;;www.betapix.de;;;info@betapix.de;ICT;BETAPIX E.K.
DE045530W;+49 40 46006551;;www.bfa-international.de;;;info@bfa-international.de;CON;BFA INTERNATIONAL HANDELS GMBH
DE045620F;+49 30 25910;;;;;info@bild.de;ICT;BILD GMBH
DE004204K;49 810322260;;http://www.bilderkennung.de;;;info@bilderkennung.de;ICT;Bi-Ber GmbH & Co. Engineering KG
DE045648F;+49 69 24756070;;;;;info@binsec.de;ICT;BINSEC GMBH
DE045649E;+49 911 96730;;;;;info@bintec-elmeg.com;ICT;BINTEC ELMEG GMBH
DE072853W;;;www.biocen.com;;;info@biocen.com;ICT;UP!GRADE GMBH MERSEBURGER INNOVATIONS- UND TECHNOLOGIEZENTRUM (MITZ)
DE045695F;+49 89 8955740;;;;;info@biomax.com;ICT;BIOMAX INFORMATICS AG
DE045754W;+49 211 6018306;;www.bitermo.de;;;info@bitermo.de;CON;BITERMO GMBH
